"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 24 17:18:54 GMT 2023","Wed May 24 17:18:54 GMT 2023","1","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","","PassExamMobTest",""
"broken","Wed May 24 17:18:55 GMT 2023","Wed May 24 17:18:55 GMT 2023","0","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","MortgagedPropertyMobTest",""
"broken","Wed May 24 17:18:54 GMT 2023","Wed May 24 17:18:54 GMT 2023","20","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","mobMortgagedPropertyTest","Проверяем форму заявки в разделе «Реализуемое имущество»",""
"broken","Wed May 24 17:18:55 GMT 2023","Wed May 24 17:18:55 GMT 2023","25","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","mobFamilyMortgageTest","Проверяем форму заявки на ипотеку на ввод некорректных данных",""
"broken","Wed May 24 17:17:06 GMT 2023","Wed May 24 17:17:10 GMT 2023","3996","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [1] src/main/resources/testData/voiceTest.mp3",""
"broken","Wed May 24 17:18:55 GMT 2023","Wed May 24 17:18:55 GMT 2023","25","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [2] 5",""
"failed","Wed May 24 17:18:12 GMT 2023","Wed May 24 17:18:39 GMT 2023","26973","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [3] src/main/resources/testData/datasetTest.csv",""
"broken","Wed May 24 17:18:40 GMT 2023","Wed May 24 17:18:55 GMT 2023","15162","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [1] 8",""
"broken","Wed May 24 17:18:54 GMT 2023","Wed May 24 17:18:54 GMT 2023","0","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","ConnectWithSupportMobTest",""
"broken","Wed May 24 17:18:55 GMT 2023","Wed May 24 17:18:55 GMT 2023","38","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [2] 5",""
"broken","Wed May 24 17:18:54 GMT 2023","Wed May 24 17:18:54 GMT 2023","24","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","mobPassingExamTest","Проверяем обработку результатов теста «Обмани мошенника»",""
